trade_date,portfolio_return_long,portfolio_return_short,portfolio_return,cum_return,cum_return_long,cum_return_short
2010-10-26,0.004643133645852018,-0.004710498262875143,-6.736461702312475e-05,-6.736461702316898e-05,0.0046431336458521155,-0.0047104982628751735
2010-10-27,0.012666116068608879,-0.004759146087497496,0.007906969981111383,0.007839072714083573,0.017368060184141276,-0.009447226400994713
2010-10-28,0.0280753476661731,-0.023794693702223226,0.004280653963949874,0.012153283035720719,0.045931022178271164,-0.03301712624467068
2010-10-29,-0.0052665496459928084,0.0024319474247174,-0.0028346022212754085,0.009284231091356565,0.04042257452368525,-0.03066547473509551
2010-11-01,-0.015241575081147946,0.014143399246006303,-0.0010981758351416432,0.00817585953798261,0.024564895737961168,-0.01695578954133603
2010-11-02,0.017573347755790142,-0.025131520504402413,-0.007558172748612271,0.0005558922306139191,0.04256993094913941,-0.04166118527321194
2010-11-03,0.014138212487932681,-0.01528085470625492,-0.0011426422183222398,-0.0005873851736398761,0.057310006166427785,-0.056305421460416616
2010-11-04,0.024386015225675902,-0.017653649202786174,0.006732366022889728,0.006141026357264545,0.08309358407506173,-0.0729650745045256
2010-11-05,0.003757549702345417,-0.006144456552496205,-0.0023869068501507886,0.00373946144923476,0.08716336204951514,-0.07866120032687907
2010-11-08,0.0036466971460409523,0.0002716443454940271,0.003918341491534979,0.007672455427722102,0.09112791757918126,-0.0784109238516637
2010-11-09,-0.011432944589570681,0.010363283758634122,-0.0010696608309365592,0.006594587671737484,0.07865311255736485,-0.06886023474668113
2010-11-10,-0.06399677349949888,0.0612208328142534,-0.002775940685245483,0.00380034080227154,0.009622793628501825,-0.011855082851404575
2010-11-11,0.025360325932914807,-0.023632681598455614,0.0017276443344591934,0.0055345507739867905,0.03522715674422061,-0.035207597051509665
2010-11-12,-0.020799525439816766,0.0418930332214819,0.021093507781665133,0.026744801645470995,0.013694923161529982,0.005210483137044752
2010-11-15,-0.025161465256666536,0.03552509450011502,0.010363629243448483,0.0373856040973628,-0.011811126428458052,0.04092068054299469
2010-11-16,0.016643735610470542,-0.015084555510911599,0.001559180099558943,0.0390030750868402,0.004636027916475438,0.025218854754887943
2010-11-17,0.02669703349591373,-0.029264367419050565,-0.002567333923136836,0.036335607245926216,0.03145682960496332,-0.004783526495597323
2010-11-18,0.015024746705030227,-0.015036805414600111,-1.2058709569884307e-05,0.03632311037582148,0.046954207206951315,-0.01974840295308755
2010-11-19,-0.008940379322565398,0.0149100249441835,0.005969645621618102,0.0425095920942582,0.03759403946116535,-0.005132827189542333
2010-11-22,0.02638624567792277,-0.024234910842670626,0.002151334835252143,0.0447523792958151,0.06497225070033585,-0.02924334442290355
2010-11-23,0.007470562674582327,-0.005973910813154666,0.0014966518614276609,0.04631600988901918,0.0729281926458838,-0.03504255810459744
2010-11-24,-0.005768600534255026,0.005324494740280473,-0.00044410579397455296,0.045851334886699124,0.06673889850056947,-0.029904647280630914
2010-11-25,0.004618821845013322,-0.0027357432684053246,0.0018830785766079973,0.047820755129741155,0.07166597542788944,-0.03255857911154425
2010-11-26,-0.028052061656621725,0.02833300993355378,0.0002809482769320533,0.048115138565428595,0.041603535409882486,-0.005148051723380287
2010-11-29,0.001138255138169537,-0.003436769060598877,-0.0022985139224293402,0.04570603132712714,0.04278914598599837,-0.00856712811909388
2010-11-30,0.008168605338822113,-0.005238401467960843,0.0029302038708612704,0.048770163187904725,0.05130727897116527,-0.013760651530539403
2010-12-01,-0.008172300771733951,0.007348097722417794,-0.0008242030493161578,0.04790576362137333,0.042715679683899666,-0.006513668420292107
2010-12-02,-0.014811911660158269,0.014195775107192492,-0.0006161365529657771,0.04726011057634261,0.027271067149759798,0.007589640114882945
2010-12-03,0.015206432220106189,-0.01138885752209113,0.0038175746980150596,0.051258104276719285,0.04289219500404884,-0.0038856547371205474
2010-12-06,-0.0016825911192088821,0.003621094785727725,0.001938503666518843,0.053295971966317524,0.04113743385844271,-0.0002786302755004577
2010-12-07,-0.01565951771728071,0.01972411171444506,0.004064593997164353,0.05757719245120918,0.024833723766812366,0.01943998570426375
2010-12-08,0.01635017001089306,-0.011069848577415792,0.005280321433477269,0.06316153996806606,0.0415899293832962,0.00815493942875456
2010-12-09,0.031248691691775323,-0.02991813548460725,0.0013305562071680745,0.06457613615429292,0.07413825195585289,-0.022007176638550896
2010-12-10,0.011870027869242392,-0.014442667383035762,-0.0025726395137933705,0.06183736552098096,0.08688830294198802,-0.036132001689356374
2010-12-13,-0.003479077231446553,0.004263148142348651,0.0007840709109020977,0.06266992131139504,0.0831069345940969,-0.032022889622888906
2010-12-14,0.003658088222561422,0.0020345544740601206,0.005692642696621543,0.06871932147786763,0.08706903531531007,-0.030053487462183393
2010-12-15,0.00335628067377137,-0.0015508278438381528,0.0018054528299332171,0.07064884380123404,0.0907175441095942,-0.031557707520860845
2010-12-16,-0.009858997852381157,0.013176044278943977,0.0033170464265628204,0.07420023572266854,0.07996416218466318,-0.018797468993553723
2010-12-17,0.010574291787113381,-0.014246178180508278,-0.0036718863933948975,0.07025589449333691,0.09138401835522925,-0.03277585508143732
2010-12-20,-0.010233891724249773,0.00893678198895707,-0.0012971097352927029,0.06886765515333515,0.08021491248180523,-0.024131983763844844
2010-12-21,-0.020332937022592278,0.021170361799553054,0.0008374247769607768,0.06976275141105237,0.05825097069544771,-0.0034725047915132867
2010-12-22,-0.021364237984856302,0.014946860160880433,-0.006417377823975869,0.06289767965323168,0.03564224510980507,0.011422452325840382
2010-12-23,-0.028280805461896215,0.028289281060896496,8.475599000280776e-06,0.06290668834774271,0.006353448247733207,0.0400348663509873
2010-12-24,-0.014462701559131857,0.02188788895484208,0.007425187395710225,0.07079896969287858,-0.008201141337277007,0.06279903401484188
2010-12-27,0.0178084864738568,-0.0172118453567952,0.0005966411170615984,0.07143785238630462,0.009461295222004784,0.04450630139602718
2010-12-28,0.004628194441667602,-0.00239175370126383,0.0022364407404037723,0.07383405965019207,0.014133278377629788,0.0420080995836698
2010-12-29,0.020658459836847547,-0.020738403396522234,-7.994355967468753e-05,0.07374821353296368,0.03508370997820465,0.02039851527206027
2010-12-30,0.015075674316245045,-0.016250327718497874,-0.0011746534022528295,0.07248693154077435,0.050688294879886575,0.003816704995420528
2010-12-31,0.0006081832632659137,-0.0017914192827264302,-0.0011832360194605164,0.07121792637297464,0.05132730591574175,0.002018448393768857
2011-01-04,-0.005489634392120436,0.002667251298821208,-0.002822383093299228,0.0681945390083405,0.04555590337981141,0.004691083401689999
