trade_date,portfolio_return,n_stocks,avg_factor,cum_return
2010-10-26,-0.004710498262875143,295,-1.5012711975513442,-0.0047104982628751735
2010-10-27,-0.004759146087497496,293,-1.5146479475080656,-0.009447226400994713
2010-10-28,-0.023794693702223226,296,-1.5108224560802617,-0.03301712624467068
2010-10-29,0.0024319474247174,296,-1.4117505996344049,-0.03066547473509551
2010-11-01,0.014143399246006303,296,-1.4264884074830422,-0.01695578954133603
2010-11-02,-0.025131520504402413,297,-1.554387118545344,-0.04166118527321194
2010-11-03,-0.01528085470625492,298,-1.5725043181816623,-0.056305421460416616
2010-11-04,-0.017653649202786174,298,-1.4935696470395157,-0.0729650745045256
2010-11-05,-0.006144456552496205,298,-1.4751835543779994,-0.07866120032687907
2010-11-08,0.0002716443454940271,296,-1.5264953405752986,-0.0784109238516637
2010-11-09,0.010363283758634122,297,-1.5621257833376982,-0.06886023474668113
2010-11-10,0.0612208328142534,297,-1.5721012223947626,-0.011855082851404575
2010-11-11,-0.023632681598455614,296,-1.5086432505371785,-0.035207597051509665
2010-11-12,0.0418930332214819,296,-1.5709491567291485,0.005210483137044752
2010-11-15,0.03552509450011502,297,-1.5668903399010983,0.04092068054299469
2010-11-16,-0.015084555510911599,296,-1.4129407403166563,0.025218854754887943
2010-11-17,-0.029264367419050565,299,-1.4304772566368325,-0.004783526495597323
2010-11-18,-0.015036805414600111,299,-1.3617211335775097,-0.01974840295308755
2010-11-19,0.0149100249441835,301,-1.3043259306721298,-0.005132827189542333
2010-11-22,-0.024234910842670626,300,-1.3588418256001398,-0.02924334442290355
2010-11-23,-0.005973910813154666,300,-1.3678153520495369,-0.03504255810459744
2010-11-24,0.005324494740280473,302,-1.3872233928468285,-0.029904647280630914
2010-11-25,-0.0027357432684053246,302,-1.3659207165764846,-0.03255857911154425
2010-11-26,0.02833300993355378,301,-1.393730246338943,-0.005148051723380287
2010-11-29,-0.003436769060598877,301,-1.3633966696255295,-0.00856712811909388
2010-11-30,-0.005238401467960843,303,-1.362603250234168,-0.013760651530539403
2010-12-01,0.007348097722417794,304,-1.3635323046697791,-0.006513668420292107
2010-12-02,0.014195775107192492,304,-1.3277425183940417,0.007589640114882945
2010-12-03,-0.01138885752209113,303,-1.3929224170148446,-0.0038856547371205474
2010-12-06,0.003621094785727725,301,-1.3163519952223233,-0.0002786302755004577
2010-12-07,0.01972411171444506,306,-1.2796473376340454,0.01943998570426375
2010-12-08,-0.011069848577415792,304,-1.271303990019544,0.00815493942875456
2010-12-09,-0.02991813548460725,305,-1.313151748926296,-0.022007176638550896
2010-12-10,-0.014442667383035762,304,-1.270820782492163,-0.036132001689356374
2010-12-13,0.004263148142348651,305,-1.236179481070666,-0.032022889622888906
